traj_id,t,step,x,y,theta,v,omega
1,1.5000,15,3.319932,1.756045,0.407510,0.500000,0.026031
1,1.6000,16,3.365812,1.775921,0.410113,0.477333,-0.199721
1,1.7000,17,3.409774,1.794514,0.390141,0.500000,-0.043404
1,1.8000,18,3.456058,1.813430,0.385800,0.500000,-0.022233
2,0.0000,0,3.602733,0.516883,3.596254,0.073018,-2.000000
2,0.1000,1,3.595897,0.514351,3.396254,0.116069,-2.000000
2,0.2000,2,3.584447,0.512566,3.196254,0.212046,-2.000000
2,0.3000,3,3.563300,0.513526,2.996254,0.190461,-2.000000
2,0.4000,4,3.544855,0.518144,2.796254,0.312530,-2.000000
2,0.5000,5,3.516697,0.531584,2.596254,0.381173,-1.773964
2,0.6000,6,3.486028,0.554135,2.418858,0.391924,-1.799915
2,0.7000,7,3.459119,0.582557,2.238866,0.466272,-1.143801
2,0.8000,8,3.432389,0.620731,2.124486,0.454677,-0.787492
2,0.9000,9,3.410027,0.660306,2.045737,0.468047,-0.907217
2,1.0000,10,3.390541,0.702844,1.955015,0.485673,-0.422577
2,1.1000,11,3.373292,0.748241,1.912758,0.475933,-0.169837
2,1.2000,12,3.357714,0.793212,1.895774,0.479594,-0.153450
2,1.3000,13,3.342751,0.838777,1.880429,0.500000,-0.145732
2,1.4000,14,3.327863,0.886508,1.865856,0.500000,-0.157395
2,1.5000,15,3.313700,0.934460,1.850116,0.500000,0.120020
2,1.6000,16,3.299627,0.982438,1.862118,0.487665,0.267728
2,1.7000,17,3.284997,1.028957,1.888891,0.500000,0.290500
2,1.8000,18,3.268671,1.076215,1.917941,0.500000,0.325601
2,1.9000,19,3.250898,1.122947,1.950501,0.500000,0.145581
2,2.0000,20,3.232028,1.169249,1.965059,0.500000,0.272791
2,2.1000,21,3.212195,1.215146,1.992338,0.498163,0.222731
2,2.2000,22,3.191307,1.260370,2.014611,0.500000,0.254586
2,2.3000,23,3.169265,1.305248,2.040070,0.497299,0.094373
2,2.4000,24,3.146567,1.349495,2.049507,0.482851,0.031548
2,2.5000,25,3.124257,1.392317,2.052662,0.500000,0.115904
2,2.6000,26,3.100829,1.436489,2.064252,0.500000,-0.025368
2,2.7000,27,3.077201,1.480554,2.061716,0.460683,0.012795
2,2.8000,28,3.055457,1.521167,2.062995,0.500000,0.226897
2,2.9000,29,3.031331,1.564960,2.085685,0.500000,-0.014988
2,3.0000,30,3.006742,1.608496,2.084186,0.497209,0.036278
2,3.1000,31,2.982244,1.651763,2.087814,0.492902,-0.180096
2,3.2000,32,2.958267,1.694828,2.069804,0.482041,0.122444
3,0.0000,0,2.502961,2.643309,3.742999,0.359307,-1.775835
3,0.1000,1,2.471690,2.625709,3.565416,0.398729,-1.502244
3,0.2000,2,2.434252,2.612098,3.415191,0.405083,-1.463520
3,0.3000,3,2.394590,2.604041,3.268839,0.468428,-1.224409
3,0.4000,4,2.347878,2.600952,3.146398,0.454856,-0.972736
3,0.5000,5,2.302454,2.602944,3.049125,0.465972,-0.580532
3,0.6000,6,2.256207,2.608591,2.991072,0.464799,-0.521344
3,0.7000,7,2.210455,2.616755,2.938937,0.500000,-0.300830
3,0.8000,8,2.161637,2.627554,2.908854,0.483428,-0.201512
3,0.9000,9,2.114713,2.639177,2.888703,0.500000,-0.053499
3,1.0000,10,2.066337,2.651817,2.883353,0.495527,0.509014
3,1.1000,11,2.018126,2.663247,2.934255,0.465817,0.766246
3,1.2000,12,1.972220,2.671081,3.010879,0.438277,1.028749
3,1.3000,13,1.928549,2.674550,3.113754,0.478778,0.620916
3,1.4000,14,1.880679,2.674397,3.175846,0.438241,0.733884
3,1.5000,15,1.836975,2.671291,3.249234,0.462460,0.872580
3,1.6000,16,1.791271,2.664324,3.336492,0.438569,0.905974
3,1.7000,17,1.748688,2.653894,3.427090,0.500000,0.970962
3,1.8000,18,1.701470,2.637507,3.524186,0.482298,0.934090
3,1.9000,19,1.657633,2.617440,3.617595,0.487799,0.704190
3,2.0000,20,1.615098,2.593580,3.688014,0.467011,0.810023
3,2.1000,21,1.576223,2.567724,3.769016,0.482214,0.642805
3,2.2000,22,1.538123,2.538180,3.833296,0.457344,0.834836
3,2.3000,23,1.504158,2.507573,3.916780,0.465156,0.455786
3,2.4000,24,1.471685,2.474273,3.962359,0.454606,0.783430
3,2.5000,25,1.442030,2.439832,4.040702,0.500000,0.857390
3,2.6000,26,1.412630,2.399408,4.126441,0.495033,0.505197
3,2.7000,27,1.386308,2.357489,4.176960,0.500000,0.469329
3,2.8000,28,1.361816,2.313904,4.223893,0.449138,0.654995
3,2.9000,29,1.342052,2.273581,4.289393,0.446380,0.647892
3,3.0000,30,1.325059,2.232313,4.354182,0.493984,0.534183
3,3.1000,31,1.308984,2.185609,4.407600,0.482046,0.808036
3,3.2000,32,1.296391,2.139092,4.488404,0.492930,0.651581
3,3.3000,33,1.287015,2.090708,4.553562,0.498820,0.870433
3,3.4000,34,1.281278,2.041173,4.640605,0.482953,0.833781
3,3.5000,35,1.279825,1.992913,4.723983,0.479617,0.638605
3,3.6000,36,1.281911,1.945005,4.787844,0.487322,0.630361
3,3.7000,37,1.287113,1.896560,4.850880,0.470979,0.603721
3,3.8000,38,1.295019,1.850137,4.911252,0.438706,0.632350
3,3.9000,39,1.305039,1.807434,4.974487,0.462856,0.535039
3,4.0000,40,1.318222,1.763071,5.027991,0.500000,0.419178
3,4.1000,41,1.334733,1.715880,5.069909,0.482447,0.546501
3,4.2000,42,1.352843,1.671169,5.124559,0.500000,0.389915
3,4.3000,43,1.373761,1.625759,5.163550,0.491388,0.268918
3,4.4000,44,1.395778,1.581830,5.190442,0.485216,0.095289
3,4.5000,45,1.418305,1.538855,5.199971,0.500000,0.122183
4,0.0000,0,2.824995,1.911786,1.935156,0.478047,0.240003
4,0.1000,1,2.807426,1.956244,1.959156,0.456643,0.315557
4,0.2000,2,2.789470,1.998228,1.990712,0.500000,0.267953
4,0.3000,3,2.768477,2.043605,2.017507,0.500000,0.210274
4,0.4000,4,2.746404,2.088468,2.038535,0.500000,0.169463
4,0.5000,5,2.723484,2.132905,2.055481,0.494355,0.205255
4,0.6000,6,2.700003,2.176407,2.076006,0.492685,-0.053603
4,0.7000,7,2.676273,2.219584,2.070646,0.500000,0.344734
4,0.8000,8,2.651557,2.263045,2.105120,0.480218,0.110204
4,0.9000,9,2.626874,2.304238,2.116140,0.485640,0.089503
4,1.0000,10,2.601498,2.345644,2.125090,0.500000,0.010949
4,1.1000,11,2.575157,2.388143,2.126185,0.493416,0.013989
4,1.2000,12,2.549112,2.430051,2.127584,0.487278,0.065619
4,1.3000,13,2.523225,2.471334,2.134146,0.477338,0.020489
4,1.4000,14,2.497693,2.511665,2.136195,0.500000,0.259895
4,1.5000,15,2.470360,2.553531,2.162184,0.460619,0.100964
4,1.6000,16,2.444487,2.591640,2.172281,0.485794,0.072091
4,1.7000,17,2.416854,2.631594,2.179490,0.470131,0.228015
4,1.8000,18,2.389534,2.669853,2.202291,0.491411,0.176433
5,0.0000,0,2.864616,2.338048,3.526613,0.331824,-2.000000
5,0.1000,1,2.832825,2.328734,3.326613,0.391272,-1.834358
5,0.2000,2,2.793923,2.325093,3.143177,0.429617,-1.686626
5,0.3000,3,2.751159,2.328640,2.974514,0.418657,-1.442432
5,0.4000,4,2.710520,2.338550,2.830271,0.444992,-1.130406
5,0.5000,5,2.669020,2.354544,2.717230,0.471767,-0.808681
5,0.6000,6,2.626859,2.375685,2.636362,0.485553,-0.640575
5,0.7000,7,2.585152,2.400530,2.572305,0.498407,-0.278202
5,0.8000,8,2.543551,2.427976,2.544485,0.480057,-0.217779
5,0.9000,9,2.504149,2.455398,2.522707,0.498312,-0.025044
5,1.0000,10,2.463597,2.484357,2.520202,0.498683,0.029818
5,1.1000,11,2.423007,2.513328,2.523184,0.479585,0.123976
5,1.2000,12,2.383759,2.540889,2.535582,0.480202,0.236001
5,1.3000,13,2.343971,2.567773,2.559182,0.496167,0.214329
5,1.4000,14,2.302245,2.594618,2.580615,0.475975,0.474538
5,1.5000,15,2.261357,2.618975,2.628068,0.500000,0.602483
5,1.6000,16,2.217092,2.642211,2.688317,0.500000,0.582853
5,1.7000,17,2.171529,2.662784,2.746602,0.500000,0.625997
5,1.8000,18,2.124807,2.680568,2.809202,0.491091,0.686264
5,1.9000,19,2.077873,2.694987,2.877828,0.481502,0.840121
5,2.0000,20,2.030915,2.705575,2.961840,0.465126,0.856682
5,2.1000,21,1.984852,2.711921,3.047508,0.480023,1.055154
5,2.2000,22,1.936913,2.713904,3.153024,0.456685,0.636469
5,2.3000,23,1.891295,2.711929,3.216671,0.464212,0.820417
5,2.4000,24,1.845199,2.706553,3.298712,0.482446,0.737283
5,2.5000,25,1.797870,2.697255,3.372441,0.500000,0.733842
5,2.6000,26,1.749660,2.684040,3.445825,0.488323,0.470981
5,2.7000,27,1.703432,2.668320,3.492923,0.485426,0.402371
5,2.8000,28,1.658203,2.650702,3.533160,0.490407,0.199426
5,2.9000,29,1.613063,2.631536,3.553103,0.486833,0.271831
5,3.0000,30,1.568715,2.611459,3.580286,0.493847,0.218354
5,3.1000,31,1.524239,2.589996,3.602121,0.500000,0.123914
5,3.2000,32,1.479587,2.567498,3.614513,0.490581,0.181407
5,3.3000,33,1.436118,2.544758,3.632653,0.495168,0.077778
5,3.4000,34,1.392544,2.521238,3.640431,0.500000,0.047853
5,3.5000,35,1.348694,2.497213,3.645216,0.500000,-0.059709
5,3.6000,36,1.304831,2.473213,3.639246,0.500000,-0.041225
5,3.7000,37,1.260846,2.449436,3.635123,0.489646,-0.095175
5,3.8000,38,1.217615,2.426445,3.625606,0.475350,-0.180936
5,3.9000,39,1.175342,2.404707,3.607512,0.462189,-0.129773
5,4.0000,40,1.133916,2.384212,3.594535,0.500000,-0.100462
5,4.1000,41,1.088849,2.362558,3.584488,0.500000,-0.031332
5,4.2000,42,1.043640,2.341200,3.581355,0.485949,0.102107
5,4.3000,43,0.999775,2.320288,3.591566,0.500000,-0.242250
5,4.4000,44,0.954493,2.299089,3.567341,0.500000,-0.121120
5,4.5000,45,0.908833,2.278715,3.555229,0.496430,0.083906
5,4.6000,46,0.863460,2.258571,3.563619,0.494003,0.109240
5,4.7000,47,0.818506,2.238090,3.574543,0.500000,-0.190890
5,4.8000,48,0.772922,2.217547,3.555454,0.490545,0.040379
6,0.0000,0,1.245394,2.660859,0.811515,0.400887,-1.066902
6,0.1000,1,1.274488,2.688411,0.704825,0.463838,-0.927172
6,0.2000,2,1.311162,2.716783,0.612107,0.445555,-0.781891
6,0.3000,3,1.348591,2.740933,0.533918,0.468888,-0.549972
6,0.4000,4,1.389589,2.763674,0.478921,0.470507,-0.556547
6,0.5000,5,1.431928,2.784183,0.423266,0.488775,-0.348853
6,0.6000,6,1.476833,2.803478,0.388381,0.445043,-0.352019
6,0.7000,7,1.518311,2.819603,0.353179,0.500000,-0.246181
6,0.8000,8,1.565433,2.836318,0.328561,0.468882,-0.087711
6,0.9000,9,1.609879,2.851253,0.319790,0.500000,-0.088811
6,1.0000,10,1.657413,2.866760,0.310909,0.476804,-0.073912
6,1.1000,11,1.702861,2.881179,0.303518,0.493572,-0.025676
6,1.2000,12,1.749981,2.895870,0.300950,0.461078,0.036968
6,1.3000,13,1.793991,2.909619,0.304647,0.497886,0.097603
6,1.4000,14,1.841414,2.924785,0.314407,0.497384,0.174575
6,1.5000,15,1.888577,2.940579,0.331865,0.500000,0.379380
6,1.6000,16,1.935529,2.957762,0.369803,0.500000,-0.051820
6,1.7000,17,1.982195,2.975713,0.364621,0.446296,0.109420
6,1.8000,18,2.023803,2.991855,0.375563,0.500000,-0.010854
6,1.9000,19,2.070328,3.010170,0.374477,0.500000,0.045075
6,2.0000,20,2.116822,3.028564,0.378985,0.500000,0.090993
6,2.1000,21,2.163189,3.047274,0.388084,0.500000,-0.063413
6,2.2000,22,2.209530,3.066048,0.381743,0.490488,0.121456
6,2.3000,23,2.254936,3.084596,0.393888,0.470984,0.302068
6,2.4000,24,2.298148,3.103326,0.424095,0.489131,0.175466
6,2.5000,25,2.342550,3.123843,0.441642,0.486699,-0.042038
6,2.6000,26,2.386593,3.144553,0.437438,0.500000,0.007379
6,2.7000,27,2.431877,3.165751,0.438176,0.500000,-0.012115
6,2.8000,28,2.477167,3.186938,0.436964,0.472579,-0.088475
6,2.9000,29,2.520072,3.206748,0.428117,0.480811,-0.018867
6,3.0000,30,2.563833,3.226668,0.426230,0.489047,-0.047273
6,3.1000,31,2.608409,3.246781,0.421503,0.498394,-0.042336
6,3.2000,32,2.653930,3.267076,0.417269,0.499259,-0.099203
6,3.3000,33,2.699672,3.287083,0.407349,0.478914,-0.078387
6,3.4000,34,2.743718,3.305883,0.399510,0.500000,0.046175
6,3.5000,35,2.789736,3.325438,0.404128,0.500000,0.137023
6,3.6000,36,2.835572,3.345413,0.417830,0.476355,0.013555
6,3.7000,37,2.879096,3.364772,0.419186,0.478414,-0.079440
6,3.8000,38,2.922872,3.384071,0.411242,0.500000,0.131504
6,3.9000,39,2.968571,3.404359,0.424392,0.484172,-0.077503
6,4.0000,40,3.012770,3.424124,0.416642,0.500000,-0.203702
6,4.1000,41,3.058695,3.443892,0.396271,0.500000,-0.034908
6,4.2000,42,3.104854,3.463110,0.392781,0.482362,0.024255
6,4.3000,43,3.149395,3.481627,0.395206,0.500000,-0.082545
6,4.4000,44,3.195620,3.500686,0.386952,0.500000,0.050661
6,4.5000,45,3.241875,3.519672,0.392018,0.475133,0.183258
7,0.0000,0,3.582875,3.571666,-4.141574,0.229697,2.000000
7,0.1000,1,3.568620,3.589629,-3.941574,0.272142,2.000000
7,0.2000,2,3.547840,3.607131,-3.741574,0.361534,2.000000
7,0.3000,3,3.516165,3.624434,-3.541574,0.388160,1.840851
7,0.4000,4,3.479227,3.636183,-3.357489,0.463355,1.778148
7,0.5000,5,3.433325,3.642043,-3.179674,0.428477,1.288978
7,0.6000,6,3.390522,3.640914,-3.050776,0.480949,0.893486
7,0.7000,7,3.342884,3.634420,-2.961428,0.486296,0.698100
7,0.8000,8,3.295384,3.624044,-2.891618,0.500000,0.450499
7,0.9000,9,3.247233,3.610588,-2.846568,0.500000,0.385024
7,1.0000,10,3.199685,3.595133,-2.808065,0.500000,0.113238
7,1.1000,11,3.152534,3.578497,-2.796742,0.500000,0.089713
7,1.2000,12,3.105554,3.561383,-2.787770,0.500000,-0.168584
7,1.3000,13,3.058508,3.544455,-2.804629,0.500000,-0.396035
7,1.4000,14,3.011005,3.528862,-2.844232,0.500000,-0.375333
7,1.5000,15,2.962935,3.515113,-2.881766,0.476879,-0.191961
7,1.6000,16,2.916733,3.503304,-2.900962,0.495020,-0.225346
7,1.7000,17,2.868529,3.492050,-2.923496,0.484511,-0.151575
7,1.8000,18,2.821148,3.481925,-2.938654,0.499758,-0.160561
7,1.9000,19,2.772119,3.472246,-2.954710,0.500000,-0.262516
7,2.0000,20,2.722873,3.463602,-2.980961,0.488059,-0.240358
7,2.1000,21,2.674606,3.456376,-3.004997,0.500000,-0.130989
7,2.2000,22,2.625029,3.449892,-3.018096,0.474827,-0.075075
7,2.3000,23,2.577886,3.444220,-3.025604,0.494672,-0.080522
7,2.4000,24,2.528729,3.438693,-3.033656,0.485235,-0.078952
7,2.5000,25,2.480468,3.433656,-3.041551,0.483496,-0.106711
7,2.6000,26,2.432335,3.429084,-3.052222,0.493748,-0.113904
7,2.7000,27,2.383133,3.424957,-3.063612,0.488589,-0.059893
7,2.8000,28,2.334412,3.421297,-3.069602,0.465180,0.074526
7,2.9000,29,2.288027,3.417778,-3.062149,0.500000,-0.059925
7,3.0000,30,2.238173,3.413959,-3.068142,0.472396,-0.049745
7,3.1000,31,2.191052,3.410610,-3.073116,0.500000,0.107766
7,3.2000,32,2.141189,3.406920,-3.062339,0.493944,0.124836
7,3.3000,33,2.091975,3.402702,-3.049856,0.479161,-0.045903
7,3.4000,34,2.044251,3.398422,-3.054446,0.500000,0.026747
7,3.5000,35,1.994446,3.394004,-3.051771,0.488152,-0.211393
7,3.6000,36,1.945785,3.390139,-3.072911,0.500000,0.139208
7,3.7000,37,1.895929,3.386361,-3.058990,0.464830,0.148286
7,3.8000,38,1.849634,3.382182,-3.044161,0.499570,0.087667
7,3.9000,39,1.799936,3.377105,-3.035394,0.500000,-0.032009
7,4.0000,40,1.750210,3.371884,-3.038595,0.500000,0.121226
7,4.1000,41,1.700507,3.366442,-3.026473,0.500000,0.186937
7,4.2000,42,1.650894,3.360235,-3.007779,0.500000,-0.085906
7,4.3000,43,1.601313,3.353777,-3.016370,0.500000,-0.127760
7,4.4000,44,1.551666,3.347850,-3.029146,0.490741,-0.085343
7,4.5000,45,1.502879,3.342551,-3.037680,0.497900,0.141755
7,4.6000,46,1.453396,3.337036,-3.023505,0.500000,0.044286
7,4.7000,47,1.403758,3.331035,-3.019076,0.487803,-0.070256
7,4.8000,48,1.355322,3.325244,-3.026102,0.487936,0.096175
8,0.0000,0,2.168166,3.382299,-4.198289,0.077405,2.000000
8,0.1000,1,2.163713,3.388614,-3.998289,0.129631,2.000000
8,0.2000,2,2.154303,3.397499,-3.798289,0.122526,2.000000
8,0.3000,3,2.143918,3.403962,-3.598289,0.285939,2.000000
8,0.4000,4,2.117169,3.413930,-3.398289,0.293860,2.000000
8,0.5000,5,2.088191,3.418508,-3.198289,0.320073,2.000000
8,0.6000,6,2.056267,3.417125,-2.998289,0.367395,1.479870
8,0.7000,7,2.020424,3.409212,-2.850303,0.460986,1.249913
8,0.8000,8,1.977209,3.393251,-2.725311,0.455285,0.963109
8,0.9000,9,1.936519,3.372866,-2.629000,0.500000,0.987053
8,1.0000,10,1.894225,3.346235,-2.530295,0.470285,0.763960
8,1.1000,11,1.856781,3.317800,-2.453899,0.494177,0.392262
8,1.2000,12,1.819220,3.285691,-2.414673,0.488258,-0.109022
8,1.3000,13,1.782560,3.253442,-2.425575,0.500000,-0.167860
8,1.4000,14,1.744565,3.220941,-2.442361,0.483506,-0.057506
8,1.5000,15,1.707471,3.189928,-2.448112,0.474718,-0.367843
8,1.6000,16,1.670415,3.160261,-2.484896,0.500000,-0.413024
8,1.7000,17,1.630195,3.130562,-2.526198,0.483636,-0.218902
8,1.8000,18,1.590401,3.103077,-2.548089,0.471770,-0.293690
8,1.9000,19,1.550910,3.077271,-2.577458,0.500000,-0.122105
8,2.0000,20,1.508496,3.050795,-2.589668,0.480107,-0.103540
8,2.1000,21,1.467484,3.025834,-2.600022,0.500000,-0.286349
8,2.2000,22,1.424276,3.000677,-2.628657,0.500000,0.085891
8,2.3000,23,1.380817,2.975953,-2.620068,0.500000,-0.070653
8,2.4000,24,1.337376,2.951196,-2.627133,0.495055,-0.233259
8,2.5000,25,1.293998,2.927341,-2.650459,0.500000,-0.042381
8,2.6000,26,1.249858,2.903853,-2.654697,0.498535,-0.150770
8,2.7000,27,1.205624,2.880861,-2.669774,0.464852,-0.053952
8,2.8000,28,1.164161,2.859845,-2.675169,0.485982,-0.080894
8,2.9000,29,1.120666,2.838166,-2.683259,0.500000,0.039649
8,3.0000,30,1.075871,2.815955,-2.679294,0.500000,0.179111
8,3.1000,31,1.031321,2.793255,-2.661383,0.500000,-0.153575
8,3.2000,32,0.986801,2.770498,-2.676740,0.483568,0.192092
8,3.3000,33,0.943786,2.748406,-2.657531,0.486323,-0.105665
8,3.4000,34,0.900622,2.726001,-2.668098,0.500000,0.093856
8,3.5000,35,0.856231,2.702993,-2.658712,0.498299,-0.099174
8,3.6000,36,0.811984,2.680075,-2.668629,0.466568,-0.225947
9,0.0000,0,1.593197,2.853995,0.242998,0.487238,0.417467
9,0.1000,1,1.640230,2.866702,0.284744,0.472500,0.390420
9,0.2000,2,1.685307,2.880857,0.323786,0.500000,0.180374
9,0.3000,3,1.732563,2.897191,0.341824,0.495894,0.260452
9,0.4000,4,1.779062,2.914420,0.367869,0.470791,0.324641
9,0.5000,5,1.822709,2.932061,0.400333,0.483689,-0.043989
9,0.6000,6,1.867294,2.950814,0.395934,0.500000,0.109530
9,0.7000,7,1.913320,2.970350,0.406887,0.500000,0.093336
9,0.8000,8,1.959144,2.990351,0.416221,0.500000,-0.181635
9,0.9000,9,2.005057,3.010150,0.398057,0.490516,-0.006030
9,1.0000,10,2.050279,3.029150,0.397454,0.499602,-0.242234
9,1.1000,11,2.096574,3.047929,0.373231,0.500000,0.190076
9,1.2000,12,2.142956,3.066601,0.392238,0.500000,-0.137725
9,1.3000,13,2.189289,3.085395,0.378466,0.500000,-0.220835
9,1.4000,14,2.235951,3.103356,0.356382,0.500000,-0.144862
9,1.5000,15,2.282934,3.120460,0.341896,0.500000,0.212684
9,1.6000,16,2.329858,3.137723,0.363165,0.500000,0.087096
9,1.7000,17,2.376519,3.155688,0.371874,0.471443,0.022896
9,1.8000,18,2.420421,3.172869,0.374164,0.494606,0.063181
9,1.9000,19,2.466402,3.191092,0.380482,0.500000,0.074010
9,2.0000,20,2.512758,3.209832,0.387883,0.500000,0.049352
9,2.1000,21,2.558996,3.228858,0.392818,0.492165,0.124827
9,2.2000,22,2.604346,3.247981,0.405301,0.493437,-0.054343
9,2.3000,23,2.649744,3.267313,0.399866,0.500000,-0.313098
9,2.4000,24,2.696097,3.286054,0.368557,0.500000,0.017330
9,2.5000,25,2.742724,3.304108,0.370290,0.495797,-0.028994
9,2.6000,26,2.788969,3.321983,0.367390,0.474310,0.002014
9,2.7000,27,2.833233,3.339024,0.367592,0.500000,-0.022391
9,2.8000,28,2.879913,3.356940,0.365353,0.489557,-0.057335
9,2.9000,29,2.925687,3.374300,0.359619,0.500000,-0.113372
9,3.0000,30,2.972588,3.391630,0.348282,0.500000,0.070190
9,3.1000,31,3.019526,3.408859,0.355301,0.500000,0.182245
9,3.2000,32,3.066242,3.426679,0.373525,0.498230,-0.145058
9,3.3000,33,3.112759,3.444522,0.359020,0.500000,0.193777
9,3.4000,34,3.159398,3.462542,0.378397,0.477901,0.079755
9,3.5000,35,3.203737,3.480374,0.386373,0.483974,-0.093737
10,0.0000,0,1.341057,0.278792,1.869512,0.489508,-0.599206
10,0.1000,1,1.328061,0.325979,1.809591,0.499476,-0.468777
10,0.2000,2,1.317389,0.374768,1.762713,0.498284,-0.570823
10,0.3000,3,1.309285,0.423926,1.705631,0.500000,-0.284765
10,0.4000,4,1.303270,0.473562,1.677154,0.485437,-0.130107
10,0.5000,5,1.298431,0.521863,1.664144,0.491455,-0.373705
10,0.6000,6,1.294765,0.570869,1.626773,0.500000,-0.247851
10,0.7000,7,1.292587,0.620820,1.601988,0.471720,-0.155693
10,0.8000,8,1.291483,0.667979,1.586419,0.500000,0.102819
10,0.9000,9,1.290445,0.717968,1.596701,0.488206,-0.015949
10,1.0000,10,1.289219,0.766773,1.595106,0.500000,-0.058811
